TEMP_ID,:LABEL,NAME_WESTERN,FAMILY_NAME_WESTERN,GIVEN_NAME_WESTERN,ALT_NAME_WESTERN,CHINESE_NAME_HANZI,CHINESE_ALT_NAME_HANZI,FAMILY_NAME_HANZI,GIVEN_NAME_HANZI,ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,CHRISTIAN_TRADITION,GENDER,GENDER_SERVED,NATIONALITY,BIRTH_DATE,BIRTH_PLACE,DEATH_DATE,DEATH_PLACE,DEGREES,TITLES,OCCUPATION,NOTES,SOURCE
HBCS_311,Institution,Yangtzepoo School and Social Centre,,,,滬東,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,X,,,,,,,,,,HB_1936_184-288
HBCS_312,Institution,Yao Chun School (Nanjing),,,,育羣（南京）,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,X,,,,,,,,,,HB_1936_184-272
HBCS_313,Institution,Yao Chun School (Suzhou),,,,樂群（蘇州）,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,M,,,,,,,,,,HB_1936_184-287
HBCS_314,Institution,Yates Academy,,,,晏成,,,,,Education,Senior Middle; Junior Middle; Higher Primary; Lower Primary,Protestant,,M,,,,,,,,,,HB_1936_184-288
HBCS_315,Institution,Yenching University Middle School,,,,燕大附中,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,X,,,,,,,,,,HB_1936_184
HBCS_316,Institution,Yeo Hsien School,,,,育賢,,,,,Education,Junior Middle; Higher Primary,Protestant,,F,,,,,,,,,,HB_1936_184-255
HBCS_317,Institution,Yih Wen Commercial College and Middle School,,,,益文,,,,,Education,Senior Middle; Junior Middle,Protestant,,X,,,,,,,,,,HB_1936_184-248
HBCS_318,Institution,YMCA Middle School (Guangzhou),,,,青年會中學（廣州）,,,,,Education,Senior Middle; Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-246
HBCS_319,Institution,YMCA Commercial School (Guangzhou),,,,,,,,,Education,Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-246
HBCS_320,Institution,YMCA School (Yantai),,,,育才（煙台）,,,,,Education,Junior Middle; Higher Primary,Protestant,,M,,,,,,,,,,HB_1936_184-249
HBCS_321,Institution,YMCA Middle School (Hankou),,,,漢光（漢口）,,,,,Education,Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-256
HBCS_322,Institution,YMCA School (Nanjing),,,,青年會（南京）,,,,,Education,Senior Middle; Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-272
HBCS_323,Institution,YMCA School (Beijing),,,,三基（北京）,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,X,,,,,,,,,,HB_1936_184-276
HBCS_324,Institution,YMCA West School,,,,,,,,,Education,,Protestant,,X,,,,,,,,,,HB_1936_184-276
HBCS_325,Institution,YMCA Commercial School (Beijing),,,,財政（北京）,,,,,Education,,Protestant,,X,,,,,,,,,,HB_1936_184-276
HBCS_326,Institution,YMCA Middle School (Shanghai),,,,青年會中學（上海）,,,,,Education,Senior Middle; Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-283
HBCS_327,Institution,YMCA Commercial School (Fuzhou),,,,青年會（福州）,,,,,Education,Senior Middle; Junior Middle; Higher Primary,Protestant,,M,,,,,,,,,,HB_1936_184
HBCS_328,Institution,Yu Chung Girls' School,,,Chung Hsueh,豫中,,,,,Education,Senior Middle; Junior Middle; Higher Primary; Lower Primary,Protestant,,F,,,,,,,,,The CCEA says this is coed but both parts of the Handbook say it is a girls' school,HB_1936_184-261
HBCS_329,Institution,Lut Huai School,,,Yu Hwai School,聿懷,,,,,Education,Senior Middle; Junior Middle,Protestant,,X,,,,,,,,,,HB_1936_184-289; CCEA_1936_14
HBCS_330,Institution,Yu Ying School (Beijing),,,Yu Ing School,育英,,,,,Education,Senior Middle; Junior Middle; Higher Primary; Lower Primary,Protestant,,M,,,,,,,,,,HB_1936_184-275
HBCS_331,Institution,Yu Teh School,,,,育德,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,X,,,,,,,,,,HB_1936_184
HBCS_332,Institution,Yu Ying School (Taian),,,,育英（泰安）,,,,,Education,Junior Middle,Protestant,,X,,,,,,,,,,HB_1936_184-290
HBCS_333,Institution,Yang Yuan Middle School,,,Yuan Yuan Middle School,養元,,,,,Education,Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-244
HBCS_334,Institution,Yui Dzae Boys' School,,,Yuih Dzae Boys' School,越材,,,,,Education,Junior Middle,Protestant,,M,,,,,,,,,,HB_1936_184-283
HBCS_335,Institution,Ziemer Girls' School,,,,貞信,,,,,Education,Junior Middle; Higher Primary; Lower Primary,Protestant,,F,,,,,,,,,,HB_1936_184-301
HBCS_338,Institution,Training Home (Yangzhou),,,Ladies' Training Home,,,,,,Education,Theological School (Uncategorized),Protestant,,F,,,,,,,,,,CM_1888_45; CM_1894_161
HBCS_339,Institution,Training School (Wenzhou),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,M,,,,,,,,,"""The object of the school is to give lads already converted a little education, and such Bible teaching as shall by God’s blessing fit them to be preachers in their own districts.""",CM_1891_131
HBCS_340,Institution,Bible School (Shaoxing),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,M,,,,,,,,,"""Mrs. Stott has six Christian lads living on the premises, 'to whom she purposes giving two years' training and Bible study, with a view of their becoming unpaid teachers in their own districts""",CM_1891_128
HBCS_341,Institution,Training Home (Lianxi),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,F,,,,,,,,,"""Was used as a training home for the Swedish sisters in the early months of the year""",CM_1893_164
HBCS_342,Institution,Training Home (Jiexiu),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,F,,,,,,,,,"""This city, which was one of the out-stations from P'ing-yao, has been used as
a training home for Scandinavian workers.""",CM_1893_138
HBCS_344,Institution,Training Home (Baotou),,,,,,,,,Education,,Protestant,,,,,,,,,,,,CM_1902_32
HBCS_345,Institution,Training School (Tianjin),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,,,,,,,,,,"""training schools for preachers--those...of the M.N.C. at Tientsin""",CM_1902_46
HBCS_348,Institution,Bible School (Ninghai),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,X,,,,,,,,,"Says there is a ""Bible school"" at Ning-hai",CM_1903_110
HBCS_350,Institution,Wun-chau Women's Bible School,,,,,,,,,Education,Theological School (Uncategorized),Protestant,,F,,,,,,,,,,CM_1904_100
HBCS_353,Institution,Bible School (Huozhou),,,Miss Cable's School; Normal Training School,,,,,,Education,Theological School (Uncategorized),Protestant,,F,,,,,,,,,"The school serves several age groups, but many of its students are indeed being trained to be ""Bible-women,"" teachers, evangelists, etc.",CM_1908_94; CM_1912_111; CM_1917_129
HBCS_355,Institution,Swedish Mission Bible Training School,,,,,,,,,Education,Theological School (Uncategorized),Protestant,,M,,,,,,,,,,CM_1910_7
HBCS_356,Institution,Bible Training Institute,,,,,,,,,Education,Theological School (Uncategorized),Protestant,,,,,,,,,,,Not the same as the Training Home,CM_1912_38
HBCS_357,Institution,Preparatory School,,,,,,,,,Education,Theological School (Uncategorized),Protestant,,,,,,,,,,,,CM_1912_38
HBCS_358,Institution,Bible School (Anshun),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,,,,,,,,,,"""A young believer named Ho, who was two years in our Anshunfu school, returned to his home after our Bible school was scattered.""",CM_1915_79
HBCS_359,Institution,CIM Honan Provincial School,,,,,,,,,Education,Theological School (Uncategorized),Protestant,,,,,,,,,,,,CM_1917_129
HBCS_360,Institution,Bible School (Luquan),,,,,,,,,Education,Theological School (Uncategorized); Higher Primary,Protestant,,,,,,,,,,,"""I might say that at Solowu we have a small Mission house, school, Bible school, and large chapel,""",CM_1920_58; CM_1928_6
HBCS_361,Institution,Training Home (Zhenjiang),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,,,,,,,,,,"""Training Home"" refers to places where CIM missionaries from England are trained in China before they go out to other stations. It seems that the Anqing home has been replaced by one in Zhenjiang.",CM_1921_83
HBCS_363,Institution,Men's Training Home (Shanghai),,,,,,,,,Education,Theological School (Uncategorized),Protestant,,M,,,,,,,,,,CM_1928_28
HBCS_369,Institution,School for the Blind (Jianning),,,,,,,,,Education,School for the Blind,Protestant,,F,,,,,,,,,,HB_1936_228
HBCS_374,Institution,School for the Blind (Xiangtan),,,,,,,,,Education,School for the Blind,Protestant,,,,,,,,,,,,HB_1936_228
HBCS_378,Institution,School for Blind Girls,,,,,,,,,Education,School for the Blind,Protestant,,F,,,,,,,,,,HB_1936_228
HBCS_379,Institution,School for the Blind (Guiping),,,,,,,,,Education,School for the Blind,Protestant,,F,,,,,,,,,,HB_1936_228
HBCS_384,Institution,School for Blind Girls,,,,,,,,,Education,School for the Blind,Protestant,,F,,,,,,,,,,HB_1936_228
HBCS_390,Institution,School for the Blind and Deaf,,,,,,,,,Education,School for the Blind,Protestant,,,,,,,,,,,,HB_1936_228
HBCS_391,Institution,School for the Blind (Xining),,,,,,,,,Education,School for the Blind,Protestant,,,,,,,,,,,"auspices = ""Relief Center Tsinghai""",HB_1936_228
HBCS_393,Institution,School for the Blind,,,,,,,,,Education,School for the Blind,Protestant,,,,,,,,,,,,HB_1936_228
HBCS_395,Institution,Relief Association for the Blind,,,,,,,,,Education,Relief Association,Protestant,,,,,,,,,,,,HB_1936_228
HBCS_398,Institution,Braille Literature Association,,,,,,,,,Education,Relief Association,Protestant,,,,,,,,,,,,HB_1936_228
HBCS_400,Institution,Unnamed home/association for the blind,,,,,,,,,Education,,Protestant,,,,,,,,,,,"Literally a blank row except for the location given as Kowloon.We only know what it is because of the section it is in,",HB_1936_228
HBCS_412,Institution,School for the Deaf (Tianjin),,,,,,,,,Education,,Protestant,,,,,,,,,,,,HB_1936_229
HBCS_418,Institution,Blind Village,,,,,,,,,Education,Government Relief Association,Protestant,,,,,,,,,,,Gov't,HB_1936_229
HBCS_429,Institution,Mary S. Black Seminary,,,,,,,,,Education,,Protestant,,,,,,,,,,,,
HBLT_003,Institution,Boone Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1910: # OF BOOKS IN 1936: 42331: ANNUAL BUDGET: 5500,HB_1936_219
HBLT_104,Institution,Linchow Church Lending and Circulating Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1927: # OF BOOKS IN 1936: 8024: ANNUAL BUDGET: 480,HB_1936_224
HBLT_103,Institution,National Christian Council Research Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1922: # OF BOOKS IN 1936: 19855: ANNUAL BUDGET: 1532,HB_1936_224
HBLT_010,Institution,St. John's Library (Low Library),,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1914: # OF BOOKS IN 1936: 110000: ANNUAL BUDGET: 4000,HB_1936_219
HBLT_065,Institution,Albright Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1924: # OF BOOKS IN 1936: 1765: ANNUAL BUDGET: 120,HB_1936_221
HBLT_017,Institution,Alderman School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,# OF BOOKS IN 1936: 1324: ADDITIONAL NOTE: No librarian,HB_1936_221
HBLT_061,Institution,Anglo-Chinese (Tianjin) Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,# OF BOOKS IN 1936: 4357,HB_1936_221
HBLT_056,Institution,Bridgeman (Beijing) Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1912: # OF BOOKS IN 1936: 7397: ANNUAL BUDGET: 1220,HB_1936_221
HBLT_022,Institution,Bridgeman (Shanghai) Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1918: # OF BOOKS IN 1936: 3300: ANNUAL BUDGET: 300: ADDITIONAL NOTE: No librarian,HB_1936_222
HBLT_032,Institution,C.L.S. Timothy Richard Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1910: # OF BOOKS IN 1936: 7000: ANNUAL BUDGET: 1000: ADDITIONAL NOTE: No librarian,HB_1936_224
HBLT_052,Institution,Ceng Daik School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1912: # OF BOOKS IN 1936: 800: ANNUAL BUDGET: 60,HB_1936_221
HBLT_111,Institution,Central China Union Theological Seminary Library,,,,,,,,,Theological Seminary,Library,Protestant,,M,,,,,,,,,START DATE: 1930: # OF BOOKS IN 1936: 2780: ANNUAL BUDGET: 200,HB_1936_225
HBLT_099,Institution,Changsha YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1925: # OF BOOKS IN 1936: 1397: ANNUAL BUDGET: 100,HB_1936_224
HBLT_004,Institution,Cheeloo University Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1917: # OF BOOKS IN 1936: 117093,HB_1936_220
HBLT_106,Institution,Chengtu YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1925: # OF BOOKS IN 1936: 3128: ANNUAL BUDGET: 460,HB_1936_224
HBLT_015,Institution,Chien Chin School Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1926: # OF BOOKS IN 1936: 1000: ANNUAL BUDGET: 500: ADDITIONAL NOTE: No librarian,HB_1936_221
HBLT_097,Institution,Chin Jiu Boys' Library,,,Jiu Chin Library,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1923: # OF BOOKS IN 1936: 8300: ANNUAL BUDGET: 3550,HB_1936_223
HBLT_041,Institution,China Training Institute Library,,,,,,,,,Education,Library,Protestant,,,,,,,,,,,START DATE: 1920: # OF BOOKS IN 1936: 13000: ANNUAL BUDGET: 700,HB_1936_219
HBLT_021,Institution,Chung Hua Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1926: # OF BOOKS IN 1936: 7200: ANNUAL BUDGET: 800: ADDITIONAL NOTE: No librarian,HB_1936_222
HBLT_057,Institution,Ch'ung Tze Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1930: # OF BOOKS IN 1936: 2867: ANNUAL BUDGET: 1000,HB_1936_221
HBLT_107,Institution,Chungking YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1933: # OF BOOKS IN 1936: 10758: ANNUAL BUDGET: 2000,HB_1936_224
HBLT_074,Institution,Eliza Yates Bible School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1920: # OF BOOKS IN 1936: 7450,HB_1936_222
HBLT_005,Institution,Fukien Christian University Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1916: # OF BOOKS IN 1936: 66764: ANNUAL BUDGET: 11000,HB_1936_219
HBLT_008,Institution,Ginling College Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1915: # OF BOOKS IN 1936: 59099: ANNUAL BUDGET: 8020,HB_1936_219
HBLT_019,Institution,Goodrich Girls' School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1924: # OF BOOKS IN 1936: 1000: ANNUAL BUDGET: 180: ADDITIONAL NOTE: No librarian,HB_1936_221
HBLT_075,Institution,Grace High School (Boys') Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,# OF BOOKS IN 1936: 9450,HB_1936_222
HBLT_067,Institution,Griffith John School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1899: # OF BOOKS IN 1936: 4100: ANNUAL BUDGET: 1700,HB_1936_221
HBLT_055,Institution,Guthrie Boys' School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,# OF BOOKS IN 1936: 6856: ANNUAL BUDGET: 1040,HB_1936_221
HBLT_092,Institution,Haigh College Library,,,Hwa Ying Library,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1923: # OF BOOKS IN 1936: 7500: ANNUAL BUDGET: 700,HB_1936_223
HBLT_007,Institution,Hangchow Christian College Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1911: # OF BOOKS IN 1936: 38663: ANNUAL BUDGET: 5700,HB_1936_219
HBLT_084,Institution,Hing Hwa Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1924: # OF BOOKS IN 1936: 13050: ANNUAL BUDGET: 1400,HB_1936_223
HBLT_040,Institution,Hsiang-Ya Medical College Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1914: # OF BOOKS IN 1936: 2475: ANNUAL BUDGET: 1680,HB_1936_219
HBLT_109,Institution,Hunan Bible Institute Library,,,,,,,,,Theological Seminary,Library,Protestant,,X,,,,,,,,,START DATE: 1917: # OF BOOKS IN 1936: 4817,HB_1936_225
HBLT_066,Institution,Huping Boys' School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1902: # OF BOOKS IN 1936: 4500: ANNUAL BUDGET: 900,HB_1936_221
HBLT_036,Institution,Hwa Nan College Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1924: # OF BOOKS IN 1936: 31500: ANNUAL BUDGET: 4200,HB_1936_219
HBLT_062,Institution,Hwei Wen Boys' School (Tianjin) Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1890: # OF BOOKS IN 1936: 6785: ANNUAL BUDGET: 700,HB_1936_221
HBLT_063,Institution,Keen School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1914: # OF BOOKS IN 1936: 3700: ANNUAL BUDGET: 500,HB_1936_221
HBLT_096,Institution,Kwang Wen Middle School Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1931: # OF BOOKS IN 1936: 15792: ANNUAL BUDGET: 2000,HB_1936_223
HBLT_080,Institution,Laura Haygood Normal School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1902: # OF BOOKS IN 1936: 9000: ANNUAL BUDGET: 1100,HB_1936_222
HBLT_046,Institution,Lingnan University Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1907: # OF BOOKS IN 1936: 168881: ANNUAL BUDGET: 55504,HB_1936_220
HBLT_085,Institution,Lingnan University Middle School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1927: # OF BOOKS IN 1936: 8300: ANNUAL BUDGET: 1900,HB_1936_223
HBLT_090,Institution,Loh Yu (Meizhou) Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1930: # OF BOOKS IN 1936: 7500: ANNUAL BUDGET: 600,HB_1936_223
HBLT_091,Institution,Loh Yu Boys' School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1926: # OF BOOKS IN 1936: 5300: ANNUAL BUDGET: 400,HB_1936_223
HBLT_076,Institution,Lowrie Institute Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1923: # OF BOOKS IN 1936: 12880: ANNUAL BUDGET: 1300,HB_1936_222
HBLT_030,Institution,Lutheran Middle School (Jimo) Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1933: # OF BOOKS IN 1936: 2500: ANNUAL BUDGET: 520: ADDITIONAL NOTE: No librarian,HB_1936_223
HBLT_110,Institution,Lutheran Theological Seminary Library,,,,,,,,,Theological Seminary,Library,Protestant,,M,,,,,,,,,START DATE: 1913: # OF BOOKS IN 1936: 5000: ANNUAL BUDGET: 540,HB_1936_225
HBLT_113,Institution,Lutheran Woman's Theological Seminary Library,,,,,,,,,Theological Seminary,Library,Protestant,,F,,,,,,,,,START DATE: 1931: # OF BOOKS IN 1936: 500: ANNUAL BUDGET: 20,HB_1936_225
HBLT_078,Institution,Mary Farnham School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,# OF BOOKS IN 1936: 1800: ANNUAL BUDGET: 824,HB_1936_222
HBLT_013,Institution,Mary Vaughan High School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1932: # OF BOOKS IN 1936: 1760: ANNUAL BUDGET: 350: ADDITIONAL NOTE: No librarian,HB_1936_220
HBLT_077,Institution,McTyeire School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1921: # OF BOOKS IN 1936: 12251: ANNUAL BUDGET: 2280,HB_1936_222
HBLT_031,Institution,Mei-I-Mei Lin You Sheh Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1935: # OF BOOKS IN 1936: 300: ADDITIONAL NOTE: No librarian,HB_1936_224
HBLT_073,Institution,Methodist Girls' High School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1910: # OF BOOKS IN 1936: 11000: ANNUAL BUDGET: 2220,HB_1936_222
HBLT_053,Institution,Ming I Boys' School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1931: # OF BOOKS IN 1936: 2720: ANNUAL BUDGET: 270,HB_1936_221
HBLT_028,Institution,Ming I Middle School Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1922: # OF BOOKS IN 1936: 5453: ANNUAL BUDGET: 600: ADDITIONAL NOTE: No librarian,HB_1936_223
HBLT_100,Institution,Nanchang YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1929: # OF BOOKS IN 1936: 2248: ANNUAL BUDGET: 480,HB_1936_224
HBLT_112,Institution,Nanking Theological Seminary Library,,,,,,,,,Theological Seminary,Library,Protestant,,M,,,,,,,,,# OF BOOKS IN 1936: 9700: ANNUAL BUDGET: 2600,HB_1936_225
HBLT_006,Institution,Nantao Christian Institute Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,# OF BOOKS IN 1936: 1570: ANNUAL BUDGET: 24,HB_1936_224
HBLT_101,Institution,Nantung Christian Institute Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1928: # OF BOOKS IN 1936: 8000: ANNUAL BUDGET: 1000,HB_1936_224
HBLT_102,Institution,National YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1912: # OF BOOKS IN 1936: 8000: ANNUAL BUDGET: 800,HB_1936_224
HBLT_033,Institution,National YWCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1934: # OF BOOKS IN 1936: 2000: ANNUAL BUDGET: 250: ADDITIONAL NOTE: No librarian,HB_1936_224
HBLT_049,Institution,Ningpo Union Library,,,Ningpo Middle School Library,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1935: # OF BOOKS IN 1936: 8209: ANNUAL BUDGET: 400,HB_1936_220
HBLT_072,Institution,Pei Cheng School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1931: # OF BOOKS IN 1936: 3150: ANNUAL BUDGET: 50,HB_1936_222
HBLT_086,Institution,Pei Chun Middle School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1923: # OF BOOKS IN 1936: 39668: ANNUAL BUDGET: 6520,HB_1936_223
HBLT_087,Institution,Pei Dao Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1925: # OF BOOKS IN 1936: 8200: ANNUAL BUDGET: 920,HB_1936_223
HBLT_088,Institution,Pei Ying Middle School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1931: # OF BOOKS IN 1936: 23500: ANNUAL BUDGET: 4700,HB_1936_223
HBLT_027,Institution,Pei Ying Si Kuan Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1928: # OF BOOKS IN 1936: 4369: ANNUAL BUDGET: 300: ADDITIONAL NOTE: No librarian,HB_1936_223
HBLT_108,Institution,Peiping Theological Seminary Library,,,Peking Theological Seminary Library,,,,,,Theological Seminary,Library,Protestant,,M,,,,,,,,,START DATE: 1912: # OF BOOKS IN 1936: 11100: ANNUAL BUDGET: 300,HB_1936_225
HBLT_018,Institution,Peking Academy Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1884: # OF BOOKS IN 1936: 40000: ANNUAL BUDGET: 3940: ADDITIONAL NOTE: No librarian,HB_1936_221
HBLT_094,Institution,Porter-Wyckoff Middle School Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1908: # OF BOOKS IN 1936: 13000: ANNUAL BUDGET: 990,HB_1936_223
HBLT_070,Institution,Rulison Fish Girls' High School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1928: # OF BOOKS IN 1936: 2075: ANNUAL BUDGET: 610,HB_1936_222
HBLT_002,Institution,Shanghai YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1920: # OF BOOKS IN 1936: 27170,HB_1936_224
HBLT_081,Institution,Soochow Academy Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1919: # OF BOOKS IN 1936: 9242: ANNUAL BUDGET: 420,HB_1936_222
HBLT_011,Institution,Soochow University Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1901: # OF BOOKS IN 1936: 31187: ANNUAL BUDGET: 8760,HB_1936_220
HBLT_034,Institution,Soochow University - Huchow Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1932: # OF BOOKS IN 1936: 10181: ANNUAL BUDGET: 520: ADDITIONAL NOTE: No librarian,HB_1936_220
HBLT_043,Institution,Soochow University Law School Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1916: # OF BOOKS IN 1936: 9607: ANNUAL BUDGET: 5300,HB_1936_219
HBLT_009,Institution,Soochow YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1921: # OF BOOKS IN 1936: 200,HB_1936_224
HBLT_023,Institution,St. John's Middle School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,# OF BOOKS IN 1936: : ANNUAL BUDGET: 5467: ADDITIONAL NOTE: No librarian,HB_1936_222
HBLT_068,Institution,St. Lois' School Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1910: # OF BOOKS IN 1936: 2330: ANNUAL BUDGET: 100,HB_1936_222
HBLT_025,Institution,St. Mary's Hall Library,,,,,,,,,Education,Library,Protestant,,F,,,,,,,,,# OF BOOKS IN 1936: 8000: ADDITIONAL NOTE: No librarian,HB_1936_222
HBLT_079,Institution,Sung Tak Girls' School Library,,,Sung Teh Girls' School Library,,,,,,Education,Library,Protestant,,F,,,,,,,,,START DATE: 1924: # OF BOOKS IN 1936: 7619: ANNUAL BUDGET: 500,HB_1936_222
HBLT_035,Institution,Sutsien Chung Shih Library,,,,,,,,,Education,Library,Protestant,,,,,,,,,,,START DATE: 1930: # OF BOOKS IN 1936: 989: ANNUAL BUDGET: 100,HB_1936_223
HBLT_105,Institution,Taiyuan YMCA Library,,,,,,,,,Christian Institute,Library,Protestant,,,,,,,,,,,START DATE: 1929: # OF BOOKS IN 1936: 1555: ANNUAL BUDGET: 100,HB_1936_224
HBLT_054,Institution,Tien Ju Boys' School Library,,,,,,,,,Education,Library,Protestant,,M,,,,,,,,,START DATE: 1930: # OF BOOKS IN 1936: 2100: ANNUAL BUDGET: 460,HB_1936_221
HBLT_050,Institution,Trinity College (Ningbo) Library,,,,,,,,,Education,Library,Protestant,,X,,,,,,,,,START DATE: 1929: # OF BOOKS IN 1936: 6030: ANNUAL BUDGET: 990,HB_1936_220
